CO2,year,month,week,quarter,day_of_week
10.55,1958,10,44,4,Friday
10.533333333333333,1958,11,48,4,Sunday
10.516666666666666,1958,12,1,4,Wednesday
10.5,1959,1,5,1,Saturday
10.525,1959,2,9,1,Saturday
10.55,1959,3,14,1,Tuesday
10.575,1959,4,18,2,Thursday
10.6,1959,5,22,2,Sunday
10.625,1959,6,27,2,Tuesday
10.65,1959,7,31,3,Friday
10.675,1959,8,36,3,Monday
10.700000000000001,1959,9,40,3,Wednesday
10.725000000000001,1959,10,44,4,Saturday
10.75,1959,11,49,4,Monday
10.775,1959,12,53,4,Thursday
10.8,1960,1,4,1,Sunday
10.783333333333333,1960,2,9,1,Monday
10.766666666666667,1960,3,13,1,Thursday
10.75,1960,4,17,2,Saturday
10.733333333333334,1960,5,22,2,Tuesday
10.716666666666667,1960,6,26,2,Thursday
10.7,1960,7,30,3,Sunday
10.683333333333334,1960,8,35,3,Wednesday
10.666666666666666,1960,9,39,3,Friday
10.65,1960,10,44,4,Monday
10.633333333333333,1960,11,48,4,Wednesday
10.616666666666667,1960,12,52,4,Saturday
10.6,1961,1,5,1,Tuesday
10.641666666666666,1961,2,9,1,Tuesday
10.683333333333334,1961,3,13,1,Friday
10.725,1961,4,17,2,Sunday
10.766666666666666,1961,5,22,2,Wednesday
10.808333333333334,1961,6,26,2,Friday
10.85,1961,7,31,3,Monday
10.891666666666666,1961,8,35,3,Thursday
10.933333333333334,1961,9,39,3,Saturday
10.975,1961,10,44,4,Tuesday
11.016666666666666,1961,11,48,4,Thursday
11.058333333333334,1961,12,52,4,Sunday
11.1,1962,1,5,1,Wednesday
11.1,1962,2,9,1,Wednesday
11.1,1962,3,13,1,Saturday
11.1,1962,4,18,2,Monday
11.1,1962,5,22,2,Thursday
11.1,1962,6,26,2,Saturday
11.1,1962,7,31,3,Tuesday
11.1,1962,8,35,3,Friday
11.1,1962,9,39,3,Sunday
11.1,1962,10,44,4,Wednesday
11.1,1962,11,48,4,Friday
11.1,1962,12,1,4,Monday
11.1,1963,1,5,1,Thursday
11.2,1963,2,9,1,Thursday
11.3,1963,3,13,1,Sunday
11.4,1963,4,18,2,Tuesday
11.5,1963,5,22,2,Friday
11.6,1963,6,26,2,Sunday
11.7,1963,7,31,3,Wednesday
11.8,1963,8,35,3,Saturday
11.9,1963,9,40,3,Monday
12.0,1963,10,44,4,Thursday
12.100000000000001,1963,11,48,4,Saturday
12.200000000000001,1963,12,1,4,Tuesday
12.3,1964,1,5,1,Friday
12.341666666666667,1964,2,9,1,Saturday
12.383333333333335,1964,3,14,1,Tuesday
12.425,1964,4,18,2,Thursday
12.466666666666667,1964,5,22,2,Sunday
12.508333333333335,1964,6,27,2,Tuesday
12.55,1964,7,31,3,Friday
12.591666666666667,1964,8,36,3,Monday
12.633333333333335,1964,9,40,3,Wednesday
12.675,1964,10,44,4,Saturday
12.716666666666667,1964,11,49,4,Monday
12.758333333333335,1964,12,53,4,Thursday
12.8,1965,1,4,1,Sunday
12.808333333333334,1965,2,8,1,Sunday
12.816666666666666,1965,3,13,1,Wednesday
12.825000000000001,1965,4,17,2,Friday
12.833333333333334,1965,5,22,2,Monday
12.841666666666667,1965,6,26,2,Wednesday
12.850000000000001,1965,7,30,3,Saturday
12.858333333333334,1965,8,35,3,Tuesday
12.866666666666667,1965,9,39,3,Thursday
12.875,1965,10,43,4,Sunday
12.883333333333333,1965,11,48,4,Tuesday
12.891666666666667,1965,12,52,4,Friday
12.9,1966,1,5,1,Monday
12.975,1966,2,9,1,Monday
13.05,1966,3,13,1,Thursday
13.125,1966,4,17,2,Saturday
13.200000000000001,1966,5,22,2,Tuesday
13.275,1966,6,26,2,Thursday
13.350000000000001,1966,7,30,3,Sunday
13.425,1966,8,35,3,Wednesday
13.5,1966,9,39,3,Friday
13.575000000000001,1966,10,44,4,Monday
13.65,1966,11,48,4,Wednesday
13.725000000000001,1966,12,52,4,Saturday
13.8,1967,1,5,1,Tuesday
13.866666666666667,1967,2,9,1,Tuesday
13.933333333333334,1967,3,13,1,Friday
14.0,1967,4,17,2,Sunday
14.066666666666666,1967,5,22,2,Wednesday
14.133333333333333,1967,6,26,2,Friday
14.2,1967,7,31,3,Monday
14.266666666666667,1967,8,35,3,Thursday
14.333333333333334,1967,9,39,3,Saturday
14.4,1967,10,44,4,Tuesday
14.466666666666667,1967,11,48,4,Thursday
14.533333333333333,1967,12,52,4,Sunday
14.6,1968,1,5,1,Wednesday
14.6,1968,2,9,1,Thursday
14.6,1968,3,13,1,Sunday
14.6,1968,4,18,2,Tuesday
14.6,1968,5,22,2,Friday
14.6,1968,6,26,2,Sunday
14.6,1968,7,31,3,Wednesday
14.6,1968,8,35,3,Saturday
14.6,1968,9,40,3,Monday
14.6,1968,10,44,4,Thursday
14.6,1968,11,48,4,Saturday
14.6,1968,12,1,4,Tuesday
14.6,1969,1,5,1,Friday
14.708333333333332,1969,2,9,1,Friday
14.816666666666666,1969,3,14,1,Monday
14.925,1969,4,18,2,Wednesday
15.033333333333333,1969,5,22,2,Saturday
15.141666666666666,1969,6,27,2,Monday
15.25,1969,7,31,3,Thursday
15.358333333333334,1969,8,35,3,Sunday
15.466666666666667,1969,9,40,3,Tuesday
15.575,1969,10,44,4,Friday
15.683333333333334,1969,11,48,4,Sunday
15.791666666666668,1969,12,1,4,Wednesday
15.9,1970,1,5,1,Saturday
15.925,1970,2,9,1,Saturday
15.95,1970,3,14,1,Tuesday
15.975,1970,4,18,2,Thursday
16.0,1970,5,22,2,Sunday
16.025,1970,6,27,2,Tuesday
16.05,1970,7,31,3,Friday
16.075,1970,8,36,3,Monday
16.1,1970,9,40,3,Wednesday
16.125,1970,10,44,4,Saturday
16.15,1970,11,49,4,Monday
16.175,1970,12,53,4,Thursday
16.2,1971,1,4,1,Sunday
16.28333333333333,1971,2,8,1,Sunday
16.366666666666667,1971,3,13,1,Wednesday
16.45,1971,4,17,2,Friday
16.53333333333333,1971,5,22,2,Monday
16.616666666666667,1971,6,26,2,Wednesday
16.7,1971,7,30,3,Saturday
16.78333333333333,1971,8,35,3,Tuesday
16.866666666666667,1971,9,39,3,Thursday
16.95,1971,10,43,4,Sunday
17.03333333333333,1971,11,48,4,Tuesday
17.116666666666667,1971,12,52,4,Friday
17.2,1972,1,5,1,Monday
17.183333333333334,1972,2,9,1,Tuesday
17.166666666666664,1972,3,13,1,Friday
17.15,1972,4,17,2,Sunday
17.133333333333333,1972,5,22,2,Wednesday
17.116666666666667,1972,6,26,2,Friday
17.1,1972,7,31,3,Monday
17.083333333333332,1972,8,35,3,Thursday
17.066666666666666,1972,9,39,3,Saturday
17.05,1972,10,44,4,Tuesday
17.03333333333333,1972,11,48,4,Thursday
17.016666666666666,1972,12,52,4,Sunday
17.0,1973,1,5,1,Wednesday
17.008333333333333,1973,2,9,1,Wednesday
17.016666666666666,1973,3,13,1,Saturday
17.025,1973,4,18,2,Monday
17.033333333333335,1973,5,22,2,Thursday
17.041666666666668,1973,6,26,2,Saturday
17.05,1973,7,31,3,Tuesday
17.058333333333334,1973,8,35,3,Friday
17.066666666666666,1973,9,39,3,Sunday
17.075000000000003,1973,10,44,4,Wednesday
17.083333333333336,1973,11,48,4,Friday
17.09166666666667,1973,12,1,4,Monday
17.1,1974,1,5,1,Thursday
17.108333333333334,1974,2,9,1,Thursday
17.116666666666667,1974,3,13,1,Sunday
17.125,1974,4,18,2,Tuesday
17.133333333333333,1974,5,22,2,Friday
17.141666666666666,1974,6,26,2,Sunday
17.15,1974,7,31,3,Wednesday
17.158333333333335,1974,8,35,3,Saturday
17.166666666666668,1974,9,40,3,Monday
17.175,1974,10,44,4,Thursday
17.183333333333334,1974,11,48,4,Saturday
17.191666666666666,1974,12,1,4,Tuesday
17.2,1975,1,5,1,Friday
17.183333333333334,1975,2,9,1,Friday
17.166666666666664,1975,3,14,1,Monday
17.15,1975,4,18,2,Wednesday
17.133333333333333,1975,5,22,2,Saturday
17.116666666666667,1975,6,27,2,Monday
17.1,1975,7,31,3,Thursday
17.083333333333332,1975,8,35,3,Sunday
17.066666666666666,1975,9,40,3,Tuesday
17.05,1975,10,44,4,Friday
17.03333333333333,1975,11,48,4,Sunday
17.016666666666666,1975,12,1,4,Wednesday
17.0,1976,1,5,1,Saturday
17.016666666666666,1976,2,9,1,Sunday
17.03333333333333,1976,3,14,1,Wednesday
17.05,1976,4,18,2,Friday
17.066666666666666,1976,5,23,2,Monday
17.083333333333332,1976,6,27,2,Wednesday
17.1,1976,7,31,3,Saturday
17.116666666666667,1976,8,36,3,Tuesday
17.133333333333333,1976,9,40,3,Thursday
17.15,1976,10,44,4,Sunday
17.166666666666664,1976,11,49,4,Tuesday
17.183333333333334,1976,12,53,4,Friday
17.2,1977,1,5,1,Monday
17.208333333333332,1977,2,9,1,Monday
17.216666666666665,1977,3,13,1,Thursday
17.225,1977,4,17,2,Saturday
17.233333333333334,1977,5,22,2,Tuesday
17.241666666666667,1977,6,26,2,Thursday
17.25,1977,7,30,3,Sunday
17.258333333333333,1977,8,35,3,Wednesday
17.266666666666666,1977,9,39,3,Friday
17.275,1977,10,44,4,Monday
17.283333333333335,1977,11,48,4,Wednesday
17.291666666666668,1977,12,52,4,Saturday
17.3,1978,1,5,1,Tuesday
17.375,1978,2,9,1,Tuesday
17.45,1978,3,13,1,Friday
17.525,1978,4,17,2,Sunday
17.6,1978,5,22,2,Wednesday
17.675,1978,6,26,2,Friday
17.75,1978,7,31,3,Monday
17.825,1978,8,35,3,Thursday
17.9,1978,9,39,3,Saturday
17.975,1978,10,44,4,Tuesday
18.05,1978,11,48,4,Thursday
18.125,1978,12,52,4,Sunday
18.2,1979,1,5,1,Wednesday
18.191666666666666,1979,2,9,1,Wednesday
18.183333333333334,1979,3,13,1,Saturday
18.175,1979,4,18,2,Monday
18.166666666666668,1979,5,22,2,Thursday
18.158333333333335,1979,6,26,2,Saturday
18.15,1979,7,31,3,Tuesday
18.141666666666666,1979,8,35,3,Friday
18.133333333333333,1979,9,39,3,Sunday
18.125,1979,10,44,4,Wednesday
18.116666666666667,1979,11,48,4,Friday
18.108333333333334,1979,12,1,4,Monday
18.1,1980,1,5,1,Thursday
18.033333333333335,1980,2,9,1,Friday
17.96666666666667,1980,3,14,1,Monday
17.900000000000002,1980,4,18,2,Wednesday
17.833333333333336,1980,5,22,2,Saturday
17.76666666666667,1980,6,27,2,Monday
17.700000000000003,1980,7,31,3,Thursday
17.633333333333333,1980,8,35,3,Sunday
17.566666666666666,1980,9,40,3,Tuesday
17.5,1980,10,44,4,Friday
17.433333333333334,1980,11,48,4,Sunday
17.366666666666667,1980,12,1,4,Wednesday
17.3,1981,1,5,1,Saturday
17.241666666666667,1981,2,9,1,Saturday
17.183333333333334,1981,3,14,1,Tuesday
17.125,1981,4,18,2,Thursday
17.066666666666666,1981,5,22,2,Sunday
17.008333333333333,1981,6,27,2,Tuesday
16.950000000000003,1981,7,31,3,Friday
16.89166666666667,1981,8,36,3,Monday
16.833333333333336,1981,9,40,3,Wednesday
16.775000000000002,1981,10,44,4,Saturday
16.71666666666667,1981,11,49,4,Monday
16.658333333333335,1981,12,53,4,Thursday
16.6,1982,1,4,1,Sunday
16.566666666666666,1982,2,8,1,Sunday
16.533333333333335,1982,3,13,1,Wednesday
16.5,1982,4,17,2,Friday
16.46666666666667,1982,5,22,2,Monday
16.433333333333334,1982,6,26,2,Wednesday
16.4,1982,7,30,3,Saturday
16.366666666666667,1982,8,35,3,Tuesday
16.333333333333332,1982,9,39,3,Thursday
16.3,1982,10,43,4,Sunday
16.266666666666666,1982,11,48,4,Tuesday
16.233333333333334,1982,12,52,4,Friday
16.2,1983,1,5,1,Monday
16.233333333333334,1983,2,9,1,Monday
16.266666666666666,1983,3,13,1,Thursday
16.3,1983,4,17,2,Saturday
16.333333333333332,1983,5,22,2,Tuesday
16.366666666666667,1983,6,26,2,Thursday
16.4,1983,7,30,3,Sunday
16.433333333333334,1983,8,35,3,Wednesday
16.46666666666667,1983,9,39,3,Friday
16.5,1983,10,44,4,Monday
16.533333333333335,1983,11,48,4,Wednesday
16.566666666666666,1983,12,52,4,Saturday
16.6,1984,1,5,1,Tuesday
16.575000000000003,1984,2,9,1,Wednesday
16.55,1984,3,13,1,Saturday
16.525000000000002,1984,4,18,2,Monday
16.5,1984,5,22,2,Thursday
16.475,1984,6,26,2,Saturday
16.450000000000003,1984,7,31,3,Tuesday
16.425,1984,8,35,3,Friday
16.400000000000002,1984,9,39,3,Sunday
16.375,1984,10,44,4,Wednesday
16.35,1984,11,48,4,Friday
16.325,1984,12,1,4,Monday
16.3,1985,1,5,1,Thursday
16.233333333333334,1985,2,9,1,Thursday
16.166666666666668,1985,3,13,1,Sunday
16.1,1985,4,18,2,Tuesday
16.033333333333335,1985,5,22,2,Friday
15.966666666666667,1985,6,26,2,Sunday
15.9,1985,7,31,3,Wednesday
15.833333333333334,1985,8,35,3,Saturday
15.766666666666667,1985,9,40,3,Monday
15.7,1985,10,44,4,Thursday
15.633333333333333,1985,11,48,4,Saturday
15.566666666666666,1985,12,1,4,Tuesday
15.5,1986,1,5,1,Friday
15.558333333333334,1986,2,9,1,Friday
15.616666666666667,1986,3,14,1,Monday
15.675,1986,4,18,2,Wednesday
15.733333333333333,1986,5,22,2,Saturday
15.791666666666666,1986,6,27,2,Monday
15.85,1986,7,31,3,Thursday
15.908333333333333,1986,8,35,3,Sunday
15.966666666666667,1986,9,40,3,Tuesday
16.025,1986,10,44,4,Friday
16.083333333333332,1986,11,48,4,Sunday
16.141666666666666,1986,12,1,4,Wednesday
16.2,1987,1,5,1,Saturday
16.258333333333333,1987,2,9,1,Saturday
16.316666666666666,1987,3,14,1,Tuesday
16.375,1987,4,18,2,Thursday
16.433333333333334,1987,5,22,2,Sunday
16.491666666666667,1987,6,27,2,Tuesday
16.549999999999997,1987,7,31,3,Friday
16.60833333333333,1987,8,36,3,Monday
16.666666666666664,1987,9,40,3,Wednesday
16.724999999999998,1987,10,44,4,Saturday
16.78333333333333,1987,11,49,4,Monday
16.841666666666665,1987,12,53,4,Thursday
16.9,1988,1,4,1,Sunday
16.90833333333333,1988,2,9,1,Monday
16.916666666666664,1988,3,13,1,Thursday
16.924999999999997,1988,4,17,2,Saturday
16.933333333333334,1988,5,22,2,Tuesday
16.941666666666666,1988,6,26,2,Thursday
16.95,1988,7,30,3,Sunday
16.958333333333332,1988,8,35,3,Wednesday
16.966666666666665,1988,9,39,3,Friday
16.975,1988,10,44,4,Monday
16.983333333333334,1988,11,48,4,Wednesday
16.991666666666667,1988,12,52,4,Saturday
17.0,1989,1,5,1,Tuesday
16.891666666666666,1989,2,9,1,Tuesday
16.78333333333333,1989,3,13,1,Friday
16.675,1989,4,17,2,Sunday
16.566666666666666,1989,5,22,2,Wednesday
16.458333333333332,1989,6,26,2,Friday
16.35,1989,7,31,3,Monday
16.241666666666667,1989,8,35,3,Thursday
16.133333333333333,1989,9,39,3,Saturday
16.025,1989,10,44,4,Tuesday
15.916666666666666,1989,11,48,4,Thursday
15.808333333333334,1989,12,52,4,Sunday
15.7,1990,1,5,1,Wednesday
15.658333333333333,1990,2,9,1,Wednesday
15.616666666666665,1990,3,13,1,Saturday
15.575,1990,4,18,2,Monday
15.533333333333333,1990,5,22,2,Thursday
15.491666666666665,1990,6,26,2,Saturday
15.45,1990,7,31,3,Tuesday
15.408333333333333,1990,8,35,3,Friday
15.366666666666665,1990,9,39,3,Sunday
15.325,1990,10,44,4,Wednesday
15.283333333333333,1990,11,48,4,Friday
15.241666666666665,1990,12,1,4,Monday
15.2,1991,1,5,1,Thursday
15.225,1991,2,9,1,Thursday
15.25,1991,3,13,1,Sunday
15.274999999999999,1991,4,18,2,Tuesday
15.299999999999999,1991,5,22,2,Friday
15.325,1991,6,26,2,Sunday
15.35,1991,7,31,3,Wednesday
15.375,1991,8,35,3,Saturday
15.4,1991,9,40,3,Monday
15.425,1991,10,44,4,Thursday
15.45,1991,11,48,4,Saturday
15.475,1991,12,1,4,Tuesday
15.5,1992,1,5,1,Friday
15.5,1992,2,9,1,Saturday
15.5,1992,3,14,1,Tuesday
15.5,1992,4,18,2,Thursday
15.5,1992,5,22,2,Sunday
15.5,1992,6,27,2,Tuesday
15.5,1992,7,31,3,Friday
15.5,1992,8,36,3,Monday
15.5,1992,9,40,3,Wednesday
15.5,1992,10,44,4,Saturday
15.5,1992,11,49,4,Monday
15.5,1992,12,53,4,Thursday
15.5,1993,1,4,1,Sunday
15.516666666666666,1993,2,8,1,Sunday
15.533333333333333,1993,3,13,1,Wednesday
15.55,1993,4,17,2,Friday
15.566666666666666,1993,5,22,2,Monday
15.583333333333332,1993,6,26,2,Wednesday
15.6,1993,7,30,3,Saturday
15.616666666666667,1993,8,35,3,Tuesday
15.633333333333333,1993,9,39,3,Thursday
15.649999999999999,1993,10,43,4,Sunday
15.666666666666666,1993,11,48,4,Tuesday
15.683333333333334,1993,12,52,4,Friday
15.7,1994,1,5,1,Monday
15.716666666666667,1994,2,9,1,Monday
15.733333333333333,1994,3,13,1,Thursday
15.75,1994,4,17,2,Saturday
15.766666666666666,1994,5,22,2,Tuesday
15.783333333333333,1994,6,26,2,Thursday
15.8,1994,7,30,3,Sunday
15.816666666666666,1994,8,35,3,Wednesday
15.833333333333334,1994,9,39,3,Friday
15.85,1994,10,44,4,Monday
15.866666666666667,1994,11,48,4,Wednesday
15.883333333333333,1994,12,52,4,Saturday
15.9,1995,1,5,1,Tuesday
15.925,1995,2,9,1,Tuesday
15.95,1995,3,13,1,Friday
15.975,1995,4,17,2,Sunday
16.0,1995,5,22,2,Wednesday
16.025,1995,6,26,2,Friday
16.05,1995,7,31,3,Monday
16.075,1995,8,35,3,Thursday
16.1,1995,9,39,3,Saturday
16.125,1995,10,44,4,Tuesday
16.15,1995,11,48,4,Thursday
16.175,1995,12,52,4,Sunday
16.2,1996,1,5,1,Wednesday
16.233333333333334,1996,2,9,1,Thursday
16.266666666666666,1996,3,13,1,Sunday
16.3,1996,4,18,2,Tuesday
16.333333333333332,1996,5,22,2,Friday
16.366666666666667,1996,6,26,2,Sunday
16.4,1996,7,31,3,Wednesday
16.433333333333334,1996,8,35,3,Saturday
16.46666666666667,1996,9,40,3,Monday
16.5,1996,10,44,4,Thursday
16.533333333333335,1996,11,48,4,Saturday
16.566666666666666,1996,12,1,4,Tuesday
16.6,1997,1,5,1,Friday
16.616666666666667,1997,2,9,1,Friday
16.633333333333333,1997,3,14,1,Monday
16.650000000000002,1997,4,18,2,Wednesday
16.666666666666668,1997,5,22,2,Saturday
16.683333333333334,1997,6,27,2,Monday
16.700000000000003,1997,7,31,3,Thursday
16.71666666666667,1997,8,35,3,Sunday
16.733333333333334,1997,9,40,3,Tuesday
16.75,1997,10,44,4,Friday
16.766666666666666,1997,11,48,4,Sunday
16.783333333333335,1997,12,1,4,Wednesday
16.8,1998,1,5,1,Saturday
16.808333333333334,1998,2,9,1,Saturday
16.816666666666666,1998,3,14,1,Tuesday
16.825,1998,4,18,2,Thursday
16.833333333333332,1998,5,22,2,Sunday
16.841666666666665,1998,6,27,2,Tuesday
16.85,1998,7,31,3,Friday
16.858333333333334,1998,8,36,3,Monday
16.866666666666667,1998,9,40,3,Wednesday
16.875,1998,10,44,4,Saturday
16.883333333333333,1998,11,49,4,Monday
16.891666666666666,1998,12,53,4,Thursday
16.9,1999,1,4,1,Sunday
16.941666666666666,1999,2,8,1,Sunday
16.98333333333333,1999,3,13,1,Wednesday
17.025,1999,4,17,2,Friday
17.066666666666666,1999,5,22,2,Monday
17.10833333333333,1999,6,26,2,Wednesday
17.15,1999,7,30,3,Saturday
17.191666666666666,1999,8,35,3,Tuesday
17.23333333333333,1999,9,39,3,Thursday
17.275,1999,10,43,4,Sunday
17.316666666666666,1999,11,48,4,Tuesday
17.35833333333333,1999,12,52,4,Friday
17.4,2000,1,5,1,Monday
17.366666666666667,2000,2,9,1,Tuesday
17.333333333333332,2000,3,13,1,Friday
17.299999999999997,2000,4,17,2,Sunday
17.266666666666666,2000,5,22,2,Wednesday
17.233333333333334,2000,6,26,2,Friday
17.2,2000,7,31,3,Monday
17.166666666666664,2000,8,35,3,Thursday
17.133333333333333,2000,9,39,3,Saturday
17.1,2000,10,44,4,Tuesday
17.066666666666666,2000,11,48,4,Thursday
17.03333333333333,2000,12,52,4,Sunday
17.0,2001,1,5,1,Wednesday
16.96666666666667,2001,2,9,1,Wednesday
16.933333333333334,2001,3,13,1,Saturday
16.9,2001,4,18,2,Monday
16.866666666666667,2001,5,22,2,Thursday
16.833333333333336,2001,6,26,2,Saturday
16.8,2001,7,31,3,Tuesday
16.766666666666666,2001,8,35,3,Friday
16.733333333333334,2001,9,39,3,Sunday
16.700000000000003,2001,10,44,4,Wednesday
16.666666666666668,2001,11,48,4,Friday
16.633333333333333,2001,12,1,4,Monday
16.6,2002,1,5,1,Thursday
16.675,2002,2,9,1,Thursday
16.75,2002,3,13,1,Sunday
16.825000000000003,2002,4,18,2,Tuesday
16.900000000000002,2002,5,22,2,Friday
16.975,2002,6,26,2,Sunday
17.05,2002,7,31,3,Wednesday
17.125,2002,8,35,3,Saturday
17.2,2002,9,40,3,Monday
17.275,2002,10,44,4,Thursday
17.35,2002,11,48,4,Saturday
17.425,2002,12,1,4,Tuesday
17.5,2003,1,5,1,Friday
17.483333333333334,2003,2,9,1,Friday
17.46666666666667,2003,3,14,1,Monday
17.45,2003,4,18,2,Wednesday
17.433333333333334,2003,5,22,2,Saturday
17.416666666666668,2003,6,27,2,Monday
17.4,2003,7,31,3,Thursday
17.383333333333333,2003,8,35,3,Sunday
17.366666666666667,2003,9,40,3,Tuesday
17.35,2003,10,44,4,Friday
17.333333333333336,2003,11,48,4,Sunday
17.316666666666666,2003,12,1,4,Wednesday
17.3,2004,1,5,1,Saturday
17.3,2004,2,9,1,Sunday
17.3,2004,3,14,1,Wednesday
17.3,2004,4,18,2,Friday
17.3,2004,5,23,2,Monday
17.3,2004,6,27,2,Wednesday
17.3,2004,7,31,3,Saturday
17.3,2004,8,36,3,Tuesday
17.3,2004,9,40,3,Thursday
17.3,2004,10,44,4,Sunday
17.3,2004,11,49,4,Tuesday
17.3,2004,12,53,4,Friday
17.3,2005,1,5,1,Monday
17.25,2005,2,9,1,Monday
17.2,2005,3,13,1,Thursday
17.15,2005,4,17,2,Saturday
17.1,2005,5,22,2,Tuesday
17.05,2005,6,26,2,Thursday
17.0,2005,7,30,3,Sunday
16.95,2005,8,35,3,Wednesday
16.9,2005,9,39,3,Friday
16.85,2005,10,44,4,Monday
16.8,2005,11,48,4,Wednesday
16.75,2005,12,52,4,Saturday
16.7,2006,1,5,1,Tuesday
16.708333333333332,2006,2,9,1,Tuesday
16.716666666666665,2006,3,13,1,Friday
16.725,2006,4,17,2,Sunday
16.733333333333334,2006,5,22,2,Wednesday
16.741666666666667,2006,6,26,2,Friday
16.75,2006,7,31,3,Monday
16.758333333333333,2006,8,35,3,Thursday
16.766666666666666,2006,9,39,3,Saturday
16.775,2006,10,44,4,Tuesday
16.783333333333335,2006,11,48,4,Thursday
16.791666666666668,2006,12,52,4,Sunday
16.8,2007,1,5,1,Wednesday
16.8,2007,2,9,1,Wednesday
16.8,2007,3,13,1,Saturday
16.8,2007,4,18,2,Monday
16.8,2007,5,22,2,Thursday
16.8,2007,6,26,2,Saturday
16.8,2007,7,31,3,Tuesday
16.8,2007,8,35,3,Friday
16.8,2007,9,39,3,Sunday
16.8,2007,10,44,4,Wednesday
16.8,2007,11,48,4,Friday
16.8,2007,12,1,4,Monday
16.8,2008,1,5,1,Thursday
16.725,2008,2,9,1,Friday
16.650000000000002,2008,3,14,1,Monday
16.575,2008,4,18,2,Wednesday
16.5,2008,5,22,2,Saturday
16.425,2008,6,27,2,Monday
16.35,2008,7,31,3,Thursday
16.275000000000002,2008,8,35,3,Sunday
16.2,2008,9,40,3,Tuesday
16.125,2008,10,44,4,Friday
16.05,2008,11,48,4,Sunday
15.975,2008,12,1,4,Wednesday
15.9,2009,1,5,1,Saturday
15.875,2009,2,9,1,Saturday
15.85,2009,3,14,1,Tuesday
15.825,2009,4,18,2,Thursday
15.8,2009,5,22,2,Sunday
15.775,2009,6,27,2,Tuesday
15.75,2009,7,31,3,Friday
15.725,2009,8,36,3,Monday
15.7,2009,9,40,3,Wednesday
15.675,2009,10,44,4,Saturday
15.65,2009,11,49,4,Monday
15.625,2009,12,53,4,Thursday
15.6,2010,1,4,1,Sunday
15.6,2010,2,8,1,Sunday
15.6,2010,3,13,1,Wednesday
15.6,2010,4,17,2,Friday
15.6,2010,5,22,2,Monday
15.6,2010,6,26,2,Wednesday
15.6,2010,7,30,3,Saturday
15.6,2010,8,35,3,Tuesday
15.6,2010,9,39,3,Thursday
15.6,2010,10,43,4,Sunday
15.6,2010,11,48,4,Tuesday
15.6,2010,12,52,4,Friday
15.6,2011,1,5,1,Monday
15.533333333333333,2011,2,9,1,Monday
15.466666666666667,2011,3,13,1,Thursday
15.4,2011,4,17,2,Saturday
15.333333333333334,2011,5,22,2,Tuesday
15.266666666666667,2011,6,26,2,Thursday
15.2,2011,7,30,3,Sunday
15.133333333333333,2011,8,35,3,Wednesday
15.066666666666666,2011,9,39,3,Friday
15.0,2011,10,44,4,Monday
14.933333333333334,2011,11,48,4,Wednesday
14.866666666666667,2011,12,52,4,Saturday
14.8,2012,1,5,1,Tuesday
14.791666666666668,2012,2,9,1,Wednesday
14.783333333333333,2012,3,13,1,Saturday
14.775,2012,4,18,2,Monday
14.766666666666667,2012,5,22,2,Thursday
14.758333333333333,2012,6,26,2,Saturday
14.75,2012,7,31,3,Tuesday
14.741666666666667,2012,8,35,3,Friday
14.733333333333333,2012,9,39,3,Sunday
14.725,2012,10,44,4,Wednesday
14.716666666666667,2012,11,48,4,Friday
14.708333333333332,2012,12,1,4,Monday
14.7,2013,1,5,1,Thursday
14.733333333333333,2013,2,9,1,Thursday
14.766666666666666,2013,3,13,1,Sunday
14.799999999999999,2013,4,18,2,Tuesday
14.833333333333332,2013,5,22,2,Friday
14.866666666666665,2013,6,26,2,Sunday
14.899999999999999,2013,7,31,3,Wednesday
14.933333333333334,2013,8,35,3,Saturday
14.966666666666667,2013,9,40,3,Monday
15.0,2013,10,44,4,Thursday
15.033333333333333,2013,11,48,4,Saturday
15.066666666666666,2013,12,1,4,Tuesday
15.1,2014,1,5,1,Friday
